geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
16000US1719915,"Dieterich, IL",889,179,882,179,847,176,0,12,0,12,32,35,0,12,0,12,3,4,0,12,3,4,7,9,5,8,0,12,1,2,1,4,0,12,0,12,0,12,0,12,0,12
16000US1720045,"Divernon, IL",1182,208,1167,202,1142,203,0,12,0,12,11,18,0,12,0,12,14,14,0,12,14,14,15,24,15,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1720123,"Dix, IL",520,128,517,127,487,126,8,13,0,12,0,12,0,12,0,12,22,19,8,11,14,17,3,6,0,12,0,12,0,12,0,12,0,12,0,12,3,6,3,6,0,12
16000US1720149,"Dixmoor, IL",3036,16,1267,413,244,169,1000,408,0,12,0,12,0,12,0,12,23,41,0,12,23,41,1769,412,896,365,25,41,38,63,0,12,0,12,456,366,354,234,276,202,78,129
16000US1720162,"Dixon, IL",15855,491,14574,486,12442,472,1685,183,7,12,135,65,0,19,0,19,305,143,0,19,305,143,1281,164,809,222,0,19,0,19,0,19,0,19,156,89,316,111,176,101,140,80
16000US1720292,"Dolton, IL",21588,25,21338,188,926,316,19839,505,11,17,40,38,0,22,68,78,454,265,27,28,427,264,250,183,155,134,7,12,0,22,0,22,0,22,74,104,14,17,5,9,9,14
16000US1720305,"Dongola, IL",634,185,592,166,555,156,21,37,0,12,0,12,0,12,0,12,16,17,0,12,16,17,42,46,14,24,0,12,0,12,0,12,0,12,18,31,10,15,10,15,0,12
16000US1720318,"Donnellson, IL",160,113,160,113,136,54,12,51,1,3,0,12,0,12,0,12,11,37,0,12,11,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1720331,"Donovan, IL",303,92,278,83,244,76,0,12,0,12,0,12,0,12,0,12,34,21,7,13,27,17,25,37,14,21,0,12,0,12,0,12,0,12,10,17,1,2,1,2,0,12
16000US1720370,"Dorchester, IL",147,127,147,127,147,127,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1720526,"Dover, IL",125,53,124,53,118,51,0,12,0,12,0,12,0,12,0,12,6,8,0,12,6,8,1,2,0,12,0,12,0,12,0,12,0,12,1,2,0,12,0,12,0,12
16000US1720565,"Dowell, IL",343,105,339,104,339,104,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,0,12,0,12,0,12,0,12,0,12,4,6,0,12,0,12,0,12
16000US1720591,"Downers Grove, IL",50209,48,47349,517,41575,1080,1640,534,0,28,2870,510,1,3,59,65,1204,354,383,298,821,236,2860,512,1749,394,32,38,41,50,9,15,0,28,450,210,579,251,385,185,194,167
16000US1720643,"Downs, IL",1454,322,1383,307,1347,312,2,4,0,12,2,5,0,12,0,12,32,31,7,12,25,28,71,103,6,12,0,12,0,12,0,12,0,12,8,11,57,88,57,88,0,12
16000US1720890,"Du Bois, IL",181,59,181,59,177,59,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1721020,"Dundas, IL",361,135,361,135,358,134,0,12,0,12,0,12,0,12,0,12,3,5,0,12,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1721098,"Dunfermline, IL",364,102,361,102,359,102,1,2,0,12,0,12,0,12,0,12,1,3,0,12,1,3,3,7,3,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1721176,"Dunlap, IL",1549,299,1506,295,1268,273,35,36,50,67,75,52,4,8,0,12,74,69,0,12,74,69,43,38,28,34,0,12,0,12,0,12,0,12,4,7,11,11,7,10,4,6
16000US1721254,"Dupo, IL",4001,19,3986,29,3749,174,182,170,0,12,0,12,0,12,0,12,55,54,0,12,55,54,15,25,15,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1721267,"Du Quoin, IL",5842,31,5574,123,5095,219,254,107,12,17,48,50,0,17,0,17,165,104,0,17,165,104,268,115,64,72,0,17,0,17,0,17,0,17,204,140,0,17,0,17,0,17
16000US1721280,"Durand, IL",1429,312,1411,309,1356,291,9,19,0,12,13,20,0,12,3,4,30,42,0,12,30,42,18,17,18,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1721358,"Dwight, IL",3840,349,3523,352,3391,360,22,36,0,12,0,12,0,12,0,12,110,79,42,60,68,56,317,137,116,88,0,12,0,12,0,12,0,12,201,125,0,12,0,12,0,12
16000US1721410,"Eagarville, IL",184,77,184,77,146,70,16,23,3,5,1,5,0,12,10,16,8,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1721475,"Eagle Lake, IL",86,105,86,105,26,40,0,12,0,12,60,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1721540,"Earlville, IL",1932,265,1737,229,1647,225,5,8,0,12,5,8,0,12,0,12,80,43,19,21,61,46,195,126,129,98,0,12,0,12,0,12,0,12,49,60,17,26,0,12,17,26
16000US1721553,"East Alton, IL",5887,20,5819,78,5341,265,309,238,0,17,8,13,0,17,0,17,161,101,0,17,161,101,68,73,51,59,0,17,0,17,0,17,0,17,0,17,17,31,17,31,0,17
16000US1721579,"East Brooklyn, IL",59,25,59,25,59,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1721605,"East Cape Girardeau, IL",345,121,345,121,320,120,17,23,0,12,0,12,0,12,0,12,8,11,0,12,8,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1721618,"East Carondelet, IL",276,149,276,149,222,133,46,36,0,12,0,12,0,12,0,12,8,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1721683,"East Dubuque, IL",1498,288,1451,284,1374,275,3,3,2,3,25,21,0,12,8,13,39,28,0,12,39,28,47,31,12,14,0,12,0,12,0,12,0,12,13,16,22,18,22,18,0,12
16000US1721696,"East Dundee, IL",3117,18,2425,369,2079,389,190,263,0,12,69,73,0,12,6,11,81,50,30,34,51,41,692,368,184,125,0,12,0,12,0,12,0,12,444,326,64,55,64,55,0,12
16000US1721826,"East Galesburg, IL",595,91,594,90,571,91,0,12,0,12,2,3,0,12,0,12,21,16,4,5,17,16,1,4,1,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1721852,"East Gillespie, IL",269,94,268,94,259,95,7,10,1,2,0,12,0,12,0,12,1,4,0,12,1,4,1,3,0,12,0,12,0,12,0,12,0,12,0,12,1,3,1,3,0,12
16000US1721904,"East Hazel Crest, IL",1326,284,1069,263,320,103,728,242,0,12,3,5,0,12,0,12,18,21,0,12,18,21,257,156,146,114,0,12,0,12,0,12,0,12,82,83,29,40,29,40,0,12
16000US1722021,"East Lynn, IL",379,355,379,355,379,355,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1722073,"East Moline, IL",21181,331,17244,586,12251,819,3615,572,12,17,522,247,5,8,37,39,802,374,52,59,750,371,3937,556,1793,373,283,218,7,12,0,22,0,22,1389,518,465,252,367,247,98,91
16000US1722151,"Easton, IL",265,63,265,63,263,63,0,12,0,12,0,12,0,12,0,12,2,4,1,2,1,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1722164,"East Peoria, IL",22707,290,22212,334,20925,424,363,239,7,11,544,221,0,22,25,29,348,169,56,51,292,148,495,231,327,196,0,22,0,22,23,27,0,22,28,32,117,102,104,102,13,15
16000US1722255,"East St. Louis, IL",19437,18,19204,211,324,159,18498,382,2,4,169,170,0,19,28,43,183,193,0,19,183,193,233,213,6,9,205,207,1,2,0,19,4,9,17,27,0,19,0,19,0,19
16000US1722398,"Eddyville, IL",49,32,49,32,48,33,0,12,0,12,0,12,0,12,0,12,1,3,0,12,1,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1722567,"Edgewood, IL",420,94,416,94,398,89,0,12,2,3,13,21,0,12,0,12,3,5,0,12,3,5,4,7,2,5,0,12,0,12,0,12,0,12,0,12,2,4,0,12,2,4
16000US1722619,"Edgington, IL",246,84,246,84,246,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1722645,"Edinburg, IL",1178,202,1178,202,1132,201,26,28,0,12,0,12,0,12,0,12,20,19,3,5,17,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1722697,"Edwardsville, IL",25236,335,24666,407,21073,822,2173,690,69,48,627,288,0,22,29,34,695,239,70,92,625,207,570,201,256,141,2,5,0,22,10,17,0,22,37,51,265,135,211,133,54,51
16000US1722736,"Effingham, IL",12218,344,11672,354,11173,351,120,58,9,10,109,78,0,19,0,19,261,96,46,50,215,88,546,122,309,171,38,45,0,19,3,8,0,19,195,154,1,2,1,2,0,19
16000US1722931,"Elburn, IL",5981,316,5145,580,4988,599,0,17,0,17,0,17,0,17,0,17,157,164,0,17,157,164,836,509,831,506,0,17,0,17,0,17,0,17,5,8,0,17,0,17,0,17
16000US1722957,"El Dara, IL",71,57,71,57,67,55,4,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1723009,"Eldorado, IL",3836,291,3612,290,3449,301,10,18,6,9,50,45,0,12,11,18,86,54,0,12,86,54,224,87,158,117,0,12,0,12,0,12,0,12,35,63,31,50,19,30,12,20
16000US1723022,"Eldred, IL",178,76,178,76,156,68,0,12,0,12,22,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1723074,"Elgin, IL",114156,299,59995,2150,44571,1864,5680,926,44,52,5949,784,0,28,671,406,3080,1279,201,140,2879,1279,54161,2160,17829,1547,240,186,949,565,185,175,119,93,25231,2189,9608,1407,8312,1403,1296,663
16000US1723139,"Eliza, IL",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1723165,"Elizabeth, IL",921,146,906,147,890,147,10,11,0,12,0,12,0,12,0,12,6,7,0,12,6,7,15,17,4,9,0,12,0,12,3,5,0,12,4,5,4,7,3,6,1,3
16000US1723191,"Elizabethtown, IL",293,98,293,98,266,95,6,6,0,12,0,12,0,12,0,12,21,23,1,2,20,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1723256,"Elk Grove Village, IL",32763,81,28965,685,23573,874,776,382,0,25,3970,632,0,25,32,39,614,302,48,43,566,293,3798,683,1885,534,0,25,28,33,0,25,30,48,542,287,1313,687,1113,676,200,162
16000US1723269,"Elkhart, IL",505,111,479,103,456,99,1,3,0,12,0,12,0,12,1,2,21,25,1,2,20,24,26,31,6,11,0,12,0,12,0,12,0,12,0,12,20,28,20,28,0,12
16000US1723373,"Elkville, IL",766,182,689,156,626,139,6,11,9,16,0,12,0,12,27,35,21,20,0,12,21,20,77,87,5,7,0,12,6,9,0,12,0,12,56,86,10,16,10,16,0,12
16000US1723425,"Elliott, IL",282,65,279,62,274,63,0,12,0,12,0,12,0,12,0,12,5,6,0,12,5,6,3,13,0,12,0,12,0,12,0,12,0,12,3,13,0,12,0,12,0,12
16000US1723503,"Ellis Grove, IL",313,122,313,122,310,122,0,12,0,12,0,12,0,12,0,12,3,7,0,12,3,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1723529,"Ellisville, IL",108,50,108,50,108,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1723555,"Ellsworth, IL",210,50,210,50,205,51,0,12,0,12,0,12,0,12,0,12,5,5,0,12,5,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1723620,"Elmhurst, IL",45661,76,41762,706,36592,881,621,261,30,37,3015,458,0,25,81,105,1423,312,183,81,1240,304,3899,705,2257,488,0,25,13,19,12,22,0,25,374,143,1243,442,1048,406,195,157
16000US1723698,"Elmwood, IL",2484,423,2391,422,2332,433,0,12,0,12,19,24,0,12,0,12,40,34,0,12,40,34,93,114,93,114,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1723724,"Elmwood Park, IL",24517,37,15680,942,13683,882,458,233,65,92,1061,352,0,22,170,220,243,133,24,26,219,137,8837,939,3438,692,0,22,25,40,0,22,0,22,3718,1007,1656,884,1565,890,91,75
16000US1723737,"El Paso, IL",2896,121,2882,123,2786,130,67,52,0,12,0,12,0,12,0,12,29,30,0,12,29,30,14,17,7,13,0,12,0,12,0,12,0,12,0,12,7,10,7,10,0,12
16000US1723776,"Elsah, IL",658,150,605,144,525,134,38,30,0,12,29,31,1,2,7,13,5,8,0,12,5,8,53,49,6,8,0,12,0,12,0,12,0,12,18,25,29,42,29,42,0,12
16000US1723841,"Elvaston, IL",193,70,191,70,173,66,9,16,0,12,0,12,0,12,0,12,9,17,0,12,9,17,2,4,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1723919,"Elwin, IL",101,62,101,62,101,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1723945,"Elwood, IL",2500,216,2317,223,2257,215,26,31,0,12,17,26,0,12,6,9,11,13,0,12,11,13,183,130,98,108,0,12,0,12,0,12,0,12,65,77,20,23,20,23,0,12
16000US1723971,"Emden, IL",430,89,412,81,410,82,0,12,1,3,0,12,0,12,0,12,1,3,0,12,1,3,18,30,18,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1724062,"Emington, IL",89,38,89,38,88,38,0,12,0,12,0,12,0,12,0,12,1,2,0,12,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1724166,"Energy, IL",1167,273,1139,268,923,215,16,26,1,2,6,11,0,12,7,13,186,172,0,12,186,172,28,33,23,30,0,12,0,12,0,12,0,12,5,11,0,12,0,12,0,12
16000US1724179,"Enfield, IL",677,184,670,182,656,181,6,13,0,12,0,12,0,12,0,12,8,9,3,5,5,9,7,14,7,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1724348,"Equality, IL",408,118,408,118,408,118,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1724374,"Erie, IL",1747,279,1720,278,1696,271,0,12,12,14,5,6,0,12,0,12,7,9,0,12,7,9,27,19,21,19,0,12,6,8,0,12,0,12,0,12,0,12,0,12,0,12
16000US1724452,"Essex, IL",1013,242,910,150,840,132,11,13,0,12,5,9,0,12,0,12,54,49,28,41,26,29,103,159,103,159,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1724543,"Eureka, IL",5569,472,5288,518,5061,539,81,74,0,17,8,15,0,17,0,17,138,96,7,14,131,95,281,221,46,44,0,17,0,17,7,10,0,17,228,222,0,17,0,17,0,17
16000US1724582,"Evanston, IL",78454,38,69218,1309,45889,1530,12363,1400,28,32,7050,790,0,28,470,262,3418,698,252,145,3166,677,9236,1310,3890,765,279,195,209,147,44,43,0,28,2145,638,2669,1017,2410,1026,259,168
16000US1724608,"Evansville, IL",802,200,801,200,800,200,0,12,0,12,0,12,0,12,0,12,1,2,0,12,1,2,1,2,0,12,0,12,0,12,0,12,0,12,0,12,1,2,1,2,0,12
16000US1724634,"Evergreen Park, IL",19884,37,16968,533,11012,788,4871,628,36,39,423,337,0,19,150,170,476,216,74,81,402,191,2916,530,1565,478,139,146,16,25,0,19,0,19,340,186,856,491,816,473,40,49
16000US1724673,"Ewing, IL",369,75,369,75,360,76,0,12,0,12,0,12,0,12,0,12,9,10,0,12,9,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1724699,"Exeter, IL",75,27,75,27,75,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1724764,"Fairbury, IL",3674,154,3516,192,3346,202,75,104,0,12,0,12,0,12,0,12,95,92,0,12,95,92,158,99,158,99,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1724816,"Fairfield, IL",4982,385,4904,371,4671,376,156,74,0,12,28,23,0,12,0,12,49,41,0,12,49,41,78,75,20,37,0,12,0,12,0,12,0,12,58,74,0,12,0,12,0,12
16000US1724920,"Fairmont, IL",2649,347,1608,331,794,224,781,266,0,12,24,45,0,12,0,12,9,12,0,12,9,12,1041,205,396,242,0,12,3,5,0,12,0,12,416,237,226,198,177,179,49,71
16000US1724933,"Fairmont City, IL",2176,319,612,181,464,133,50,67,16,24,21,31,0,12,0,12,61,72,17,25,44,65,1564,283,744,213,0,12,83,85,0,12,0,12,644,217,93,63,82,62,11,15
16000US1724985,"Fairmount, IL",631,121,615,120,604,119,2,3,0,12,0,12,0,12,5,6,4,5,0,12,4,5,16,22,3,4,0,12,0,12,0,12,0,12,13,22,0,12,0,12,0,12
16000US1725063,"Fairview, IL",382,98,382,98,374,93,0,12,0,12,0,12,0,12,0,12,8,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1725141,"Fairview Heights, IL",16601,411,16014,504,8630,854,5577,870,0,19,295,124,0,19,117,111,1395,456,192,217,1203,410,587,319,481,258,0,19,0,19,0,19,0,19,10,23,96,85,32,41,64,72
16000US1725245,"Fall Creek, IL",24,42,24,42,24,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1725375,"Farina, IL",722,207,722,207,711,207,0,12,0,12,0,12,0,12,0,12,11,16,0,12,11,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1725414,"Farmer City, IL",1890,241,1881,239,1881,239,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,19,0,12,0,12,0,12,0,12,0,12,0,12,9,19,0,12,9,19
16000US1725440,"Farmersville, IL",690,191,593,153,582,147,0,12,2,4,0,12,0,12,0,12,9,19,0,12,9,19,97,75,89,70,0,12,0,12,0,12,0,12,1,2,7,8,7,8,0,12
16000US1725531,"Farmington, IL",2015,254,1947,244,1892,244,0,12,27,34,0,12,0,12,0,12,28,29,0,12,28,29,68,42,55,35,0,12,0,12,0,12,0,12,10,13,3,11,3,11,0,12
16000US1725713,"Fayetteville, IL",395,141,344,125,344,125,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,59,51,59,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1725895,"Ferris, IL",155,67,154,67,153,67,0,12,0,12,0,12,0,12,0,12,1,2,0,12,1,2,1,2,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,1,2
16000US1725960,"Fidelity, IL",123,100,123,100,111,96,0,12,0,12,12,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1726012,"Fieldon, IL",196,61,196,61,196,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1726077,"Fillmore, IL",257,63,257,63,245,61,0,12,0,12,5,8,0,12,0,12,7,8,0,12,7,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1726116,"Findlay, IL",670,133,668,133,656,134,0,12,0,12,10,13,0,12,1,2,1,2,0,12,1,2,2,3,2,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1726194,"Fisher, IL",1797,339,1788,339,1675,325,0,12,0,12,5,9,0,12,3,7,105,86,55,77,50,45,9,15,6,10,0,12,0,12,0,12,0,12,0,12,3,5,0,12,3,5
16000US1726233,"Fithian, IL",544,133,533,131,516,131,14,17,0,12,0,12,0,12,0,12,3,5,0,12,3,5,11,16,1,3,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12
16000US1726311,"Flanagan, IL",911,163,891,159,870,161,3,6,0,12,9,14,0,12,0,12,9,13,0,12,9,13,20,22,15,20,0,12,0,12,0,12,0,12,0,12,5,8,0,12,5,8
16000US1726350,"Flat Rock, IL",414,114,414,114,409,113,0,12,0,12,0,12,0,12,0,12,5,8,0,12,5,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1726454,"Flora, IL",4798,361,4795,361,4498,369,17,26,64,70,15,22,0,12,0,12,201,101,0,12,201,101,3,7,0,12,0,12,0,12,0,12,0,12,3,7,0,12,0,12,0,12
16000US1726467,"Floraville, IL",31,50,31,50,31,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1726480,"Florence, IL",22,14,22,14,22,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1726571,"Flossmoor, IL",9868,450,9707,469,2823,521,6322,634,0,17,190,136,0,17,12,21,360,271,0,17,360,271,161,120,32,34,67,82,0,17,0,17,0,17,12,19,50,61,50,61,0,17
16000US1726662,"Foosland, IL",37,17,37,17,37,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1726710,"Ford Heights, IL",1718,377,1669,369,16,15,1579,366,0,12,0,12,0,12,0,12,74,92,9,14,65,91,49,73,13,22,0,12,0,12,0,12,0,12,0,12,36,51,4,6,32,51
16000US1726753,"Forest City, IL",279,103,276,102,263,95,0,12,0,12,0,12,0,12,0,12,13,25,0,12,13,25,3,7,0,12,0,12,0,12,0,12,0,12,0,12,3,7,3,7,0,12
16000US1726896,"Forest Lake, IL",1476,394,1225,384,1187,386,0,12,0,12,38,44,0,12,0,12,0,12,0,12,0,12,251,341,21,35,0,12,0,12,0,12,0,12,230,339,0,12,0,12,0,12
16000US1726935,"Forest Park, IL",14297,27,13193,456,7751,768,3993,605,10,17,730,299,0,19,143,194,566,296,64,96,502,278,1104,456,314,224,0,19,63,102,0,19,0,19,440,223,287,258,253,217,34,50
16000US1726987,"Forest View, IL",1298,346,588,167,578,168,2,3,0,12,5,5,0,12,0,12,3,5,0,12,3,5,710,331,448,320,0,12,12,21,0,12,0,12,232,136,18,20,18,20,0,12
16000US1727026,"Forrest, IL",1012,123,986,121,935,122,15,22,0,12,0,12,0,12,13,18,23,21,0,12,23,21,26,31,9,15,0,12,0,12,0,12,0,12,6,12,11,19,11,19,0,12
16000US1727065,"Forreston, IL",1336,239,1198,207,1115,201,26,27,0,12,2,5,0,12,0,12,55,45,0,12,55,45,138,133,115,129,0,12,0,12,0,12,0,12,17,27,6,11,6,11,0,12
16000US1727091,"Forsyth, IL",3674,338,3613,335,3346,401,22,32,0,12,139,154,0,12,0,12,106,89,22,39,84,83,61,39,54,38,0,12,0,12,0,12,0,12,0,12,7,13,7,13,0,12
16000US1727377,"Fowler, IL",102,59,102,59,102,59,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1727442,"Fox Lake, IL",10945,492,9741,646,9007,745,242,228,0,19,111,149,27,46,68,71,286,188,41,59,245,180,1204,426,475,269,0,19,38,59,0,19,0,19,171,162,520,317,433,314,87,77
16000US1727455,"Fox Lake Hills, IL",2396,522,1954,428,1812,404,68,71,0,12,10,16,0,12,0,12,64,84,51,66,13,19,442,248,111,122,0,12,11,14,0,12,0,12,11,17,309,232,168,213,141,151
16000US1727533,"Fox River Grove, IL",4710,148,4005,475,3809,520,0,12,0,12,167,130,0,12,0,12,29,33,0,12,29,33,705,462,217,175,0,12,0,12,0,12,0,12,35,59,453,434,447,437,6,11
16000US1727624,"Frankfort, IL",20040,79,18948,410,16194,702,1735,466,0,22,631,288,0,22,0,22,388,222,0,22,388,222,1092,407,477,221,17,27,0,22,0,22,0,22,187,192,411,317,406,317,5,9
16000US1727644,"Frankfort Square, IL",9214,642,8560,642,7333,731,478,537,0,17,60,65,0,17,22,36,667,429,0,17,667,429,654,238,381,168,0,17,0,17,0,17,0,17,57,56,216,175,154,140,62,100
16000US1727663,"Franklin, IL",680,140,680,140,676,140,0,12,0,12,3,5,0,12,0,12,1,3,0,12,1,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1727689,"Franklin Grove, IL",1008,174,907,153,888,143,2,4,0,12,2,3,0,12,0,12,15,24,0,12,15,24,101,76,34,33,0,12,0,12,0,12,0,12,1,3,66,67,43,43,23,37
16000US1727702,"Franklin Park, IL",18435,50,8286,983,7453,945,23,22,13,22,498,231,0,19,0,19,299,175,0,19,299,175,10149,981,3441,691,52,50,102,86,242,299,0,19,3239,777,3073,1121,3007,1127,66,73
16000US1727728,"Franklinville, IL",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1727806,"Freeburg, IL",4195,394,4161,394,3991,415,9,10,4,8,0,12,0,12,0,12,157,110,42,64,115,83,34,45,34,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1727858,"Freeman Spur, IL",270,130,270,130,261,130,9,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1727884,"Freeport, IL",24087,21,22624,183,16761,256,3937,397,48,43,296,106,0,22,45,65,1537,397,4,7,1533,398,1463,183,903,255,0,22,5,8,0,22,0,22,54,46,501,205,456,187,45,70
16000US1728144,"Fulton, IL",3496,162,3484,162,3401,167,31,42,0,12,15,17,0,12,0,12,37,28,0,12,37,28,12,19,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1728170,"Fults, IL",22,17,22,17,18,14,0,12,0,12,0,12,0,12,0,12,4,6,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1728248,"Gages Lake, IL",10445,674,9226,668,7493,780,663,345,0,19,546,219,0,19,11,18,513,221,89,65,424,218,1219,395,655,240,0,19,36,47,0,19,0,19,281,275,247,141,202,132,45,32
16000US1728261,"Galatia, IL",1039,292,1026,295,970,294,0,12,3,5,0,12,19,29,0,12,34,61,0,12,34,61,13,19,6,13,0,12,0,12,0,12,0,12,7,12,0,12,0,12,0,12
