geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
16000US1711267,"Carman, IL",173,98,173,98,173,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1711293,"Carmi, IL",5012,221,4932,218,4757,226,52,29,7,11,64,30,0,17,0,17,52,27,1,4,51,27,80,49,16,17,0,17,6,10,0,17,0,17,17,27,41,49,41,49,0,17
16000US1711332,"Carol Stream, IL",39895,64,33372,726,21353,967,2693,682,0,25,8139,947,39,31,166,129,982,289,158,109,824,263,6523,731,3107,697,7,13,102,92,11,17,0,25,1847,611,1449,503,1348,479,101,74
16000US1711358,"Carpentersville, IL",37940,155,17788,1160,11656,1176,2511,702,0,25,2950,799,18,34,165,143,488,219,138,88,350,199,20152,1133,6192,1112,97,87,535,408,0,25,64,73,11085,1516,2179,600,2020,566,159,133
16000US1711397,"Carrier Mills, IL",1891,310,1826,309,1376,260,400,229,0,12,0,12,0,12,2,3,48,53,0,12,48,53,65,65,65,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1711462,"Carrollton, IL",2591,139,2536,150,2491,154,1,2,0,12,0,12,0,12,0,12,44,30,2,5,42,30,55,52,16,20,1,3,0,12,0,12,0,12,37,49,1,8,1,8,0,12
16000US1711514,"Carterville, IL",5839,25,5568,293,5092,338,148,112,8,14,150,91,0,17,0,17,170,141,10,16,160,139,271,290,15,26,0,17,0,17,0,17,0,17,256,291,0,17,0,17,0,17
16000US1711527,"Carthage, IL",2554,164,2451,170,2350,167,15,11,6,9,6,10,0,12,0,12,74,73,56,70,18,25,103,65,25,25,0,12,0,12,0,12,0,12,58,51,20,22,20,22,0,12
16000US1711592,"Cary, IL",17919,36,16154,443,15053,552,44,35,27,41,275,134,0,19,105,130,650,256,78,94,572,239,1765,447,1253,409,0,19,46,62,8,17,0,19,260,169,198,146,91,73,107,110
16000US1711618,"Casey, IL",2422,228,2320,230,2277,232,16,21,0,12,0,12,0,12,0,12,27,33,0,12,27,33,102,86,0,12,0,12,0,12,0,12,0,12,0,12,102,86,102,86,0,12
16000US1711644,"Caseyville, IL",4185,234,3603,306,2778,433,568,349,0,12,0,12,0,12,0,12,257,145,102,123,155,120,582,355,268,163,0,12,10,17,0,12,0,12,252,297,52,52,7,12,45,51
16000US1711774,"Catlin, IL",1989,256,1874,265,1868,265,0,12,0,12,0,12,0,12,0,12,6,9,0,12,6,9,115,131,115,131,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1711826,"Cave-In-Rock, IL",228,86,228,86,214,83,0,12,0,12,0,12,0,12,0,12,14,27,0,12,14,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1711982,"Cedar Point, IL",255,81,231,79,231,79,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,29,24,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1712008,"Cedarville, IL",664,144,613,137,606,136,0,12,0,12,0,12,0,12,1,3,6,7,0,12,6,7,51,63,51,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1712151,"Central City, IL",1125,221,1093,216,1089,215,0,12,0,12,0,12,0,12,0,12,4,6,0,12,4,6,32,29,5,9,4,8,0,12,0,12,0,12,0,12,23,21,14,14,9,15
16000US1712164,"Centralia, IL",12061,247,11528,269,9798,313,1055,213,1,6,172,49,0,19,7,11,495,154,18,20,477,154,533,116,371,135,0,19,0,19,0,19,0,19,71,62,91,71,57,46,34,49
16000US1712203,"Centreville, IL",4346,26,4346,26,154,101,4042,164,22,26,47,54,0,12,0,12,81,82,0,12,81,82,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1712268,"Cerro Gordo, IL",1370,202,1359,199,1337,192,0,12,0,12,0,12,0,12,0,12,22,25,0,12,22,25,11,16,1,2,0,12,0,12,0,12,0,12,0,12,10,16,10,16,0,12
16000US1712294,"Chadwick, IL",564,138,554,135,505,120,0,12,0,12,25,31,0,12,0,12,24,31,0,12,24,31,10,15,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1712385,"Champaign, IL",88343,45,82486,599,50477,1069,15636,1095,27,28,13255,756,15,35,256,157,2820,704,115,108,2705,682,5857,588,3638,641,105,86,3,8,55,67,9,19,1119,426,928,259,835,236,93,73
16000US1712450,"Chandlerville, IL",521,112,521,112,510,112,0,12,2,5,0,12,0,12,0,12,9,13,0,12,9,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1712476,"Channahon, IL",13694,671,12205,558,11719,608,289,223,10,12,12,22,0,19,0,19,175,160,0,19,175,160,1489,619,1254,612,77,82,0,19,0,19,0,19,131,120,27,43,0,19,27,43
16000US1712489,"Channel Lake, IL",1742,305,1626,313,1545,306,0,12,0,12,12,17,0,12,12,16,57,64,0,12,57,64,116,68,91,63,0,12,0,12,0,12,0,12,25,22,0,12,0,12,0,12
16000US1712528,"Chapin, IL",527,137,504,134,485,129,0,12,0,12,0,12,0,12,0,12,19,22,2,3,17,22,23,42,23,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1712567,"Charleston, IL",18130,378,17507,365,15245,360,1374,237,16,22,345,153,0,19,59,88,468,150,23,36,445,149,623,148,431,147,35,32,0,19,0,19,0,19,101,91,56,56,53,55,3,6
16000US1712684,"Chatham, IL",14245,420,14010,463,13186,557,264,185,0,19,144,82,9,17,0,19,407,220,43,55,364,210,235,167,97,82,0,19,0,19,16,29,0,19,31,37,91,119,91,119,0,19
16000US1712710,"Chatsworth, IL",1321,241,1096,187,1074,189,0,12,0,12,0,12,0,12,0,12,22,22,0,12,22,22,225,133,105,86,0,12,0,12,0,12,0,12,29,26,91,76,91,76,0,12
16000US1712801,"Chebanse, IL",1163,191,1067,172,957,161,36,29,0,12,0,12,0,12,0,12,74,51,0,12,74,51,96,81,15,23,3,4,0,12,0,12,0,12,67,75,11,18,11,18,0,12
16000US1712879,"Chemung, IL",791,362,239,252,239,252,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,552,265,552,265,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1712931,"Chenoa, IL",1893,382,1851,382,1763,371,44,52,0,12,15,15,0,12,0,12,29,28,4,5,25,27,42,30,28,23,0,12,0,12,0,12,0,12,14,18,0,12,0,12,0,12
16000US1712970,"Cherry, IL",475,114,461,113,448,111,0,12,0,12,7,11,0,12,0,12,6,10,0,12,6,10,14,12,14,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1713074,"Cherry Valley, IL",2726,496,2525,506,2192,486,99,83,0,12,162,140,0,12,0,12,72,78,0,12,72,78,201,169,44,51,0,12,0,12,0,12,0,12,119,161,38,35,38,35,0,12
16000US1713139,"Chester, IL",7787,30,7314,157,5052,293,2150,288,19,14,35,39,0,17,0,17,58,45,0,17,58,45,473,156,242,82,8,18,0,17,0,17,0,17,123,126,100,54,59,35,41,40
16000US1713165,"Chesterfield, IL",231,70,220,67,215,65,0,12,0,12,0,12,0,12,0,12,5,6,0,12,5,6,11,10,11,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1713230,"Chestnut, IL",107,65,107,65,107,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1714000,"Chicago, IL",2742119,137,1954324,6696,907499,5853,788673,5737,1730,417,185202,4273,494,209,9051,1201,61675,2698,8892,1323,52783,2655,787795,6682,335369,7566,12680,1211,11659,1735,2555,527,559,245,283670,7734,141303,6577,126032,6357,15271,1381
16000US1714026,"Chicago Heights, IL",27840,34,17565,973,6003,910,10901,1022,70,89,41,41,0,22,50,52,500,265,42,47,458,257,10275,973,2782,789,169,121,25,33,0,22,0,22,6288,803,1011,531,980,513,31,37
16000US1714065,"Chicago Ridge, IL",14413,22,12460,506,9497,970,1143,419,0,19,370,280,0,19,0,19,1450,814,574,642,876,595,1953,508,816,525,9,15,14,30,0,19,0,19,694,340,420,256,399,247,21,36
16000US1714117,"Chillicothe, IL",6272,411,6006,407,5631,551,51,53,0,17,20,25,0,17,0,17,304,309,0,17,304,309,266,168,184,133,0,17,0,17,0,17,0,17,62,86,20,28,20,28,0,17
16000US1714273,"Chrisman, IL",1576,249,1576,249,1524,249,3,7,0,12,20,20,0,12,0,12,29,35,0,12,29,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1714286,"Christopher, IL",2459,220,2383,225,2291,227,0,12,0,12,12,20,0,12,0,12,80,51,16,19,64,47,76,68,9,15,0,12,0,12,0,12,0,12,3,6,64,65,64,65,0,12
16000US1714351,"Cicero, IL",84905,42,10454,1607,7201,1339,2414,971,63,70,348,178,0,28,210,231,218,149,0,28,218,149,74451,1610,16983,1834,314,232,457,264,137,180,8,12,47872,2695,8680,1657,8553,1657,127,75
16000US1714442,"Cisco, IL",293,84,293,84,283,79,0,12,0,12,0,12,0,12,0,12,10,20,0,12,10,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1714455,"Cisne, IL",563,132,528,122,503,123,10,16,0,12,0,12,0,12,0,12,15,13,0,12,15,13,35,40,0,12,0,12,0,12,0,12,0,12,35,40,0,12,0,12,0,12
16000US1714468,"Cissna Park, IL",872,175,829,164,759,154,2,4,0,12,0,12,0,12,0,12,68,63,3,4,65,62,43,37,43,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1714533,"Claremont, IL",156,51,153,50,150,49,0,12,0,12,3,6,0,12,0,12,0,12,0,12,0,12,3,6,3,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1714572,"Clarendon Hills, IL",8707,22,8218,325,6950,574,26,43,9,15,979,512,0,17,0,17,254,155,0,17,254,155,489,330,410,326,0,17,0,17,0,17,0,17,37,59,42,46,42,46,0,17
16000US1714715,"Clay City, IL",819,208,815,207,797,203,9,16,0,12,0,12,0,12,0,12,9,12,0,12,9,12,4,9,0,12,0,12,0,12,0,12,0,12,4,9,0,12,0,12,0,12
16000US1714767,"Clayton, IL",604,124,599,123,595,123,0,12,0,12,0,12,0,12,2,3,2,3,0,12,2,3,5,7,5,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1714845,"Clear Lake, IL",458,177,436,168,432,167,0,12,0,12,0,12,0,12,0,12,4,8,0,12,4,8,22,38,0,12,0,12,0,12,0,12,0,12,0,12,22,38,22,38,0,12
16000US1714923,"Cleveland, IL",231,73,223,72,201,70,8,14,0,12,4,6,0,12,0,12,10,15,9,15,1,3,8,9,2,4,0,12,0,12,0,12,0,12,2,5,4,6,3,5,1,4
16000US1714936,"Clifton, IL",1283,181,1237,177,1198,173,0,12,0,12,10,17,0,12,0,12,29,23,4,6,25,23,46,34,30,26,0,12,0,12,0,12,0,12,4,8,12,16,12,16,0,12
16000US1715001,"Clinton, IL",7016,254,6590,251,6357,264,158,58,18,20,4,7,0,17,0,17,53,36,10,12,43,34,426,37,236,102,0,17,37,50,0,17,0,17,30,35,123,106,123,106,0,17
16000US1715170,"Coal City, IL",5238,347,5041,347,4769,390,98,107,0,17,26,46,0,17,0,17,148,109,31,37,117,98,197,116,120,94,0,17,0,17,0,17,0,17,0,17,77,72,77,72,0,17
16000US1715209,"Coalton, IL",349,100,349,100,348,100,0,12,1,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1715235,"Coal Valley, IL",3835,228,3651,228,3617,229,5,8,0,12,29,34,0,12,0,12,0,12,0,12,0,12,184,123,153,116,31,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1715261,"Coatsburg, IL",173,47,173,47,173,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1715300,"Cobden, IL",1132,218,655,159,631,159,0,12,0,12,0,12,0,12,0,12,24,20,0,12,24,20,477,135,212,146,0,12,0,12,0,12,26,42,9,13,230,68,230,68,0,12
16000US1715352,"Coffeen, IL",542,115,542,115,540,115,0,12,2,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1715378,"Colchester, IL",1314,260,1311,261,1296,260,0,12,0,12,0,12,0,12,0,12,15,21,0,12,15,21,3,8,0,12,0,12,0,12,0,12,0,12,0,12,3,8,0,12,3,8
16000US1715469,"Coleta, IL",206,106,203,105,203,105,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,6,0,12,0,12,0,12,0,12,0,12,0,12,3,6,3,6,0,12
16000US1715495,"Colfax, IL",1076,151,1049,150,1039,149,0,12,0,12,0,12,0,12,0,12,10,9,0,12,10,9,27,28,11,15,0,12,0,12,0,12,0,12,16,24,0,12,0,12,0,12
16000US1715599,"Collinsville, IL",24627,68,23060,449,18419,719,3800,673,20,29,295,187,0,22,0,22,526,271,163,193,363,161,1567,441,689,313,0,22,0,22,0,22,0,22,508,276,370,202,323,194,47,50
16000US1715664,"Colona, IL",5339,336,4653,421,4534,427,18,32,0,17,7,11,0,17,34,59,60,58,0,17,60,58,686,296,243,185,0,17,0,17,0,17,0,17,76,84,367,256,367,256,0,17
16000US1715807,"Colp, IL",289,110,289,110,193,78,66,52,0,12,0,12,0,12,0,12,30,33,0,12,30,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1715833,"Columbia, IL",11090,351,10914,370,10592,409,6,7,0,19,112,99,0,19,77,78,127,81,0,19,127,81,176,126,92,113,0,19,0,19,0,19,0,19,84,86,0,19,0,19,0,19
16000US1715846,"Columbus, IL",115,57,115,57,114,57,0,12,1,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1715950,"Como, IL",663,212,598,209,464,146,43,46,0,12,0,12,0,12,0,12,91,80,0,12,91,80,65,69,27,44,0,12,0,12,0,12,0,12,0,12,38,56,38,56,0,12
16000US1715989,"Compton, IL",255,72,249,73,240,70,0,12,4,6,2,4,0,12,0,12,3,5,0,12,3,5,6,9,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1716054,"Concord, IL",145,49,138,46,138,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,14,0,12,0,12,0,12,0,12,0,12,7,14,0,12,0,12,0,12
16000US1716119,"Congerville, IL",768,211,763,210,669,179,0,12,1,2,6,9,0,12,6,8,81,51,0,12,81,51,5,11,0,12,0,12,5,11,0,12,0,12,0,12,0,12,0,12,0,12
16000US1716210,"Cooksville, IL",170,51,164,48,164,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12
16000US1716301,"Coral, IL",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1716366,"Cordova, IL",730,89,730,89,677,79,20,32,0,12,13,18,0,12,0,12,20,24,2,3,18,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1716405,"Cornell, IL",387,90,368,82,332,72,0,12,0,12,0,12,0,12,0,12,36,44,0,12,36,44,19,18,16,17,0,12,0,12,0,12,0,12,0,12,3,5,0,12,3,5
16000US1716431,"Cornland, IL",54,50,54,50,54,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1716470,"Cortland, IL",4436,340,3727,372,2994,350,652,319,0,12,0,12,0,12,0,12,81,74,0,12,81,74,709,204,563,173,12,29,0,12,0,12,0,12,33,40,101,108,84,103,17,32
16000US1716613,"Coulterville, IL",784,187,777,189,717,177,21,31,0,12,4,9,0,12,0,12,35,32,0,12,35,32,7,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1716691,"Country Club Hills, IL",16746,31,16158,595,950,237,14686,607,0,19,356,280,0,19,0,19,166,130,59,93,107,89,588,593,512,584,0,19,0,19,0,19,0,19,0,19,76,114,76,114,0,19
16000US1716873,"Countryside, IL",6354,34,4818,401,4421,438,141,134,0,17,148,98,0,17,25,38,83,87,8,13,75,86,1536,401,722,293,0,17,0,17,0,17,0,17,478,224,336,256,310,252,26,47
16000US1717055,"Cowden, IL",492,127,473,126,455,127,8,13,0,12,4,5,0,12,0,12,6,7,5,7,1,2,19,25,3,6,4,6,1,5,0,12,0,12,6,11,5,7,4,7,1,3
16000US1717077,"Coyne Center, IL",1019,322,1019,322,850,257,0,12,0,12,0,12,0,12,0,12,169,157,0,12,169,157,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1717094,"Crab Orchard, IL",259,113,259,113,257,113,0,12,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1717185,"Crainville, IL",1671,353,1570,326,1455,302,93,99,0,12,21,26,0,12,0,12,1,2,0,12,1,2,101,119,1,3,0,12,0,12,0,12,0,12,2,5,98,118,95,118,3,6
16000US1717289,"Creal Springs, IL",476,158,476,158,467,157,0,12,4,9,0,12,0,12,0,12,5,8,0,12,5,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1717406,"Crescent City, IL",454,79,425,66,422,66,0,12,0,12,0,12,0,12,0,12,3,4,3,4,0,12,29,26,29,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1717458,"Crest Hill, IL",20305,510,16398,748,10749,745,4478,463,12,14,545,337,0,22,93,77,521,213,96,86,425,204,3907,500,2302,591,96,51,9,16,117,164,0,22,1012,293,371,163,221,120,150,101
16000US1717471,"Creston, IL",594,176,489,148,467,142,10,19,0,12,0,12,0,12,0,12,12,12,0,12,12,12,105,103,16,31,0,12,0,12,0,12,0,12,79,94,10,17,10,17,0,12
16000US1717497,"Crestwood, IL",10908,51,9523,340,8114,445,920,373,1,2,325,157,0,19,0,19,163,117,0,19,163,117,1385,336,794,240,0,19,0,19,0,19,24,39,380,208,187,164,187,164,0,19
16000US1717523,"Crete, IL",8425,62,7689,389,4751,585,2665,496,0,17,44,38,0,17,0,17,229,163,10,17,219,157,736,381,121,116,10,17,26,40,0,17,0,17,442,323,137,211,137,211,0,17
16000US1717549,"Creve Coeur, IL",4947,239,4848,243,4683,261,66,57,0,12,0,12,0,12,0,12,99,88,0,12,99,88,99,101,63,76,0,12,0,12,0,12,0,12,0,12,36,59,0,12,36,59
16000US1717783,"Crossville, IL",830,178,817,179,806,178,0,12,4,6,0,12,0,12,0,12,7,7,0,12,7,7,13,18,13,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1717887,"Crystal Lake, IL",40082,200,35091,757,32436,915,368,218,60,62,1250,363,0,25,140,117,837,597,403,548,434,226,4991,763,3957,743,0,25,11,17,0,25,0,25,487,207,536,230,508,228,28,32
16000US1717939,"Crystal Lawns, IL",2024,451,1463,344,1331,334,51,45,0,12,31,36,0,12,14,22,36,45,0,12,36,45,561,354,43,64,136,193,0,12,0,12,0,12,190,231,192,173,192,173,0,12
16000US1717991,"Cuba, IL",954,174,932,178,883,168,12,14,0,12,0,12,0,12,0,12,37,45,0,12,37,45,22,34,22,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1718030,"Cullom, IL",555,122,505,99,477,93,0,12,0,12,0,12,0,12,0,12,28,33,2,4,26,32,50,54,18,26,0,12,0,12,0,12,0,12,12,27,20,31,20,31,0,12
16000US1718147,"Curran, IL",197,69,197,69,190,67,0,12,0,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1718212,"Custer Park, IL",442,566,357,441,357,441,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,85,130,0,12,0,12,0,12,0,12,0,12,0,12,85,130,85,130,0,12
16000US1718225,"Cutler, IL",368,86,335,80,325,79,2,6,0,12,0,12,0,12,0,12,8,11,0,12,8,11,33,51,3,5,0,12,0,12,0,12,0,12,30,50,0,12,0,12,0,12
16000US1718251,"Cypress, IL",215,64,215,64,213,63,0,12,0,12,0,12,0,12,0,12,2,4,0,12,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1718303,"Dahlgren, IL",684,239,684,239,684,239,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1718342,"Dakota, IL",677,197,667,195,657,195,0,12,0,12,0,12,0,12,0,12,10,9,3,4,7,8,10,21,10,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1718420,"Dallas City, IL",844,171,777,148,760,148,0,12,0,12,0,12,0,12,0,12,17,15,3,4,14,14,67,63,11,15,0,12,0,12,0,12,0,12,30,43,26,27,26,27,0,12
16000US1718446,"Dalton City, IL",652,218,644,216,637,216,6,13,0,12,0,12,0,12,0,12,1,3,0,12,1,3,8,14,0,12,0,12,0,12,0,12,0,12,0,12,8,14,0,12,8,14
16000US1718459,"Dalzell, IL",647,148,604,138,568,134,1,3,0,12,0,12,0,12,0,12,35,42,30,42,5,6,43,42,22,19,0,12,0,12,0,12,0,12,0,12,21,35,17,29,4,7
16000US1718472,"Damiansville, IL",522,96,464,87,455,85,0,12,0,12,8,10,0,12,0,12,1,4,0,12,1,4,58,40,27,23,0,12,0,12,0,12,0,12,2,3,29,47,29,47,0,12
16000US1718485,"Dana, IL",148,50,123,36,118,31,0,12,2,6,0,12,0,12,0,12,3,6,0,12,3,6,25,35,1,2,0,12,0,12,0,12,0,12,24,35,0,12,0,12,0,12
16000US1718498,"Danforth, IL",517,116,504,114,475,113,10,17,0,12,3,5,0,12,0,12,16,16,10,14,6,9,13,16,6,12,0,12,0,12,0,12,0,12,7,13,0,12,0,12,0,12
16000US1718537,"Danvers, IL",1057,169,1049,170,1002,170,7,11,0,12,4,7,0,12,0,12,36,31,4,7,32,32,8,11,8,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1718563,"Danville, IL",29534,249,27525,431,16463,503,9978,416,35,32,384,155,10,18,11,19,644,250,67,85,577,240,2009,362,1162,324,13,18,0,22,0,22,0,22,290,151,544,266,473,270,71,72
16000US1718628,"Darien, IL",22087,41,20413,511,16317,683,719,266,6,11,2692,545,0,22,0,22,679,284,220,212,459,195,1674,500,654,265,61,90,0,22,11,17,0,22,202,142,746,462,717,462,29,45
16000US1718641,"Darmstadt, IL",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1718706,"Davis, IL",415,80,407,77,401,77,0,12,0,12,3,5,0,12,0,12,3,5,0,12,3,5,8,14,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1718719,"Davis Junction, IL",2684,159,2185,230,2163,230,4,5,0,12,7,8,0,12,0,12,11,13,0,12,11,13,499,166,359,143,0,12,0,12,0,12,0,12,29,21,111,83,62,56,49,63
16000US1718745,"Dawson, IL",649,174,634,172,608,167,26,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,27,0,12,0,12,0,12,0,12,0,12,15,27,0,12,0,12,0,12
16000US1718771,"Dayton, IL",463,186,430,168,430,168,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,29,27,29,0,12,0,12,0,12,0,12,6,7,0,12,0,12,0,12
16000US1718823,"Decatur, IL",71309,492,69326,518,48165,642,16366,668,152,83,976,284,62,76,101,89,3504,528,83,59,3421,527,1983,150,1199,199,121,78,23,29,0,28,4,7,343,147,293,127,213,113,80,51
16000US1718940,"Deer Creek, IL",611,110,602,110,598,109,0,12,0,12,0,12,0,12,0,12,4,6,0,12,4,6,9,13,9,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1718992,"Deerfield, IL",19228,223,18446,438,16952,551,71,43,9,15,999,288,0,19,28,30,387,135,42,36,345,132,782,334,655,333,0,19,0,19,0,19,0,19,39,30,88,65,88,65,0,19
16000US1719031,"Deer Grove, IL",51,32,51,32,51,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1719083,"Deer Park, IL",3638,41,3579,59,3212,150,0,12,0,12,321,137,0,12,0,12,46,44,18,25,28,37,59,41,17,21,0,12,0,12,26,42,0,12,11,11,5,8,5,8,0,12
16000US1719161,"DeKalb, IL",41083,263,34473,605,24860,628,5969,575,51,67,1655,309,0,25,63,100,1875,450,58,51,1817,458,6610,585,2947,562,219,175,90,92,42,54,0,25,2236,609,1076,352,793,315,283,147
16000US1719200,"De Land, IL",469,125,441,120,413,118,16,19,1,2,0,12,0,12,0,12,11,17,2,3,9,17,28,29,2,3,7,12,16,24,0,12,0,12,0,12,3,4,3,4,0,12
16000US1719226,"Delavan, IL",1808,298,1688,259,1630,265,10,14,4,8,4,7,0,12,6,14,34,47,0,12,34,47,120,132,108,131,0,12,0,12,0,12,0,12,0,12,12,18,0,12,12,18
16000US1719499,"De Pue, IL",1680,208,616,106,524,96,26,28,13,14,25,20,0,12,0,12,28,20,0,12,28,20,1064,193,541,143,0,12,0,12,0,12,0,12,376,141,147,90,135,89,12,18
16000US1719616,"De Soto, IL",1631,218,1587,221,1526,224,9,17,0,12,9,13,0,12,0,12,43,28,5,7,38,27,44,50,18,21,0,12,0,12,0,12,0,12,6,6,20,34,0,12,20,34
16000US1719642,"Des Plaines, IL",60413,223,48348,1368,36073,1424,1671,484,49,55,8700,981,28,33,338,203,1489,474,91,74,1398,483,12065,1345,5255,864,131,113,363,250,73,64,0,28,2782,892,3461,829,3059,775,402,251
16000US1719681,"Detroit, IL",24,22,24,22,24,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1719746,"Dewey, IL",63,37,63,37,63,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1719798,"De Witt, IL",214,105,214,105,212,105,0,12,0,12,0,12,0,12,0,12,2,3,0,12,2,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1719837,"Diamond, IL",2765,326,2646,324,2624,326,0,12,0,12,0,12,0,12,4,6,18,17,9,11,9,14,119,101,87,99,0,12,0,12,7,10,0,12,20,25,5,8,5,8,0,12
