STATE|STATEFP|COUNTYFP|COUNTYNAME|COUSUBFP|COUSUBNS|COUSUBNAME|CLASSFP|FUNCSTAT
IL|17|195|Whiteside County|61990|00429607|Prophetstown township|T1|A
IL|17|195|Whiteside County|72553|00429795|Sterling township|T1|A
IL|17|195|Whiteside County|74483|00429824|Tampico township|T1|A
IL|17|195|Whiteside County|76758|00429854|Union Grove township|T1|A
IL|17|195|Whiteside County|77070|00429858|Ustick township|T1|A
IL|17|197|Will County|12483|00428789|Channahon township|T1|A
IL|17|197|Will County|17536|00428855|Crete township|T1|A
IL|17|197|Will County|18199|00428866|Custer township|T1|A
IL|17|197|Will County|21241|00428920|Du Page township|T1|A
IL|17|197|Will County|26519|00429009|Florence township|T1|A
IL|17|197|Will County|27631|00429024|Frankfort township|T1|A
IL|17|197|Will County|31394|00429079|Green Garden township|T1|A
IL|17|197|Will County|35827|00429142|Homer township|T1|A
IL|17|197|Will County|38076|00429179|Jackson township|T1|A
IL|17|197|Will County|38583|00429188|Joliet township|T1|A
IL|17|197|Will County|44238|00429271|Lockport township|T1|A
IL|17|197|Will County|46370|00429316|Manhattan township|T1|A
IL|17|197|Will County|49958|00429382|Monee township|T1|A
IL|17|197|Will County|52597|00429437|New Lenox township|T1|A
IL|17|197|Will County|59065|00429549|Peotone township|T1|A
IL|17|197|Will County|60300|00429574|Plainfield township|T1|A
IL|17|197|Will County|63108|00429625|Reed township|T1|A
IL|17|197|Will County|76212|00429843|Troy township|T1|A
IL|17|197|Will County|79059|00429899|Washington township|T1|A
IL|17|197|Will County|79865|00429909|Wesley township|T1|A
IL|17|197|Will County|81035|00429926|Wheatland township|T1|A
IL|17|197|Will County|81711|00429936|Will township|T1|A
IL|17|197|Will County|82114|00429941|Wilmington township|T1|A
IL|17|197|Will County|82244|00429943|Wilton township|T1|A
IL|17|199|Williamson County|90432|02393873|Blairsville precinct|Z1|N
IL|17|199|Williamson County|90648|02393874|Carterville precinct|Z1|N
IL|17|199|Williamson County|90846|02397406|Corinth precinct|Z1|N
IL|17|199|Williamson County|90882|02397407|Crab Orchard precinct|Z1|N
IL|17|199|Williamson County|90918|02397408|Creal Springs precinct|Z1|N
IL|17|199|Williamson County|91062|02397409|East Marion precinct|Z1|N
IL|17|199|Williamson County|91548|02397410|Grassy precinct|Z1|N
IL|17|199|Williamson County|91620|02397413|Herrin precinct|Z1|N
IL|17|199|Williamson County|91836|02397415|Lake Creek precinct|Z1|N
IL|17|199|Williamson County|93204|02397417|Southern precinct|Z1|N
IL|17|199|Williamson County|93294|02397418|Stonefort precinct|Z1|N
IL|17|199|Williamson County|93690|02399759|West Marion precinct|Z1|N
IL|17|201|Winnebago County|09915|00428740|Burritt township|T1|A
IL|17|201|Winnebago County|13087|00428799|Cherry Valley township|T1|A
IL|17|201|Winnebago County|21293|00428921|Durand township|T1|A
IL|17|201|Winnebago County|32928|00429109|Harlem township|T1|A
IL|17|201|Winnebago County|33188|00429115|Harrison township|T1|A
IL|17|201|Winnebago County|42054|00429232|Laona township|T1|A
IL|17|201|Winnebago County|57069|00429518|Owen township|T1|A
IL|17|201|Winnebago County|58421|00429540|Pecatonica township|T1|A
IL|17|201|Winnebago County|65013|00429656|Rockford township|T1|A
IL|17|201|Winnebago County|65169|00429660|Rockton township|T1|A
IL|17|201|Winnebago County|65624|00429670|Roscoe township|T1|A
IL|17|201|Winnebago County|68783|00429733|Seward township|T1|A
IL|17|201|Winnebago County|69615|00429748|Shirland township|T1|A
IL|17|201|Winnebago County|82504|00429946|Winnebago township|T1|A
IL|17|203|Woodford County|11878|00428778|Cazenovia township|T1|A
IL|17|203|Woodford County|14793|00428818|Clayton township|T1|A
IL|17|203|Woodford County|17861|00428862|Cruger township|T1|A
IL|17|203|Woodford County|23750|00428963|El Paso township|T1|A
IL|17|203|Woodford County|31355|00429077|Greene township|T1|A
IL|17|203|Woodford County|39012|00429196|Kansas township|T1|A
IL|17|203|Woodford County|43835|00429262|Linn township|T1|A
IL|17|203|Woodford County|48619|00429358|Metamora township|T1|A
IL|17|203|Woodford County|49581|00429374|Minonk township|T1|A
IL|17|203|Woodford County|50231|00429389|Montgomery township|T1|A
IL|17|203|Woodford County|55821|00429486|Olio township|T1|A
IL|17|203|Woodford County|57290|00429521|Palestine township|T1|A
IL|17|203|Woodford County|57537|00422240|Panola township|T1|A
IL|17|203|Woodford County|58018|00429530|Partridge township|T1|A
IL|17|203|Woodford County|64603|00429649|Roanoke township|T1|A
IL|17|203|Woodford County|71611|00429784|Spring Bay township|T1|A
IL|17|203|Woodford County|83544|00429959|Worth township|T1|A
