STATE|STATEFP|PLACEFP|PLACENS|PLACENAME|TYPE|CLASSFP|FUNCSTAT|COUNTIES
IL|17|18498|02398678|Danforth village|INCORPORATED PLACE|C1|A|Iroquois County
IL|17|18537|02398681|Danvers village|INCORPORATED PLACE|C1|A|McLean County
IL|17|18563|02393715|Danville city|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|18628|02393720|Darien city|INCORPORATED PLACE|C1|A|DuPage County
IL|17|18641|02583437|Darmstadt CDP|CENSUS DESIGNATED PLACE|U1|S|St. Clair County
IL|17|18706|02398687|Davis village|INCORPORATED PLACE|C1|A|Stephenson County
IL|17|18719|02398688|Davis Junction village|INCORPORATED PLACE|C1|A|Ogle County
IL|17|18745|02398689|Dawson village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|18771|02628549|Dayton CDP|CENSUS DESIGNATED PLACE|U1|S|LaSalle County
IL|17|18823|02394481|Decatur city|INCORPORATED PLACE|C1|A|Macon County
IL|17|18940|02398702|Deer Creek village|INCORPORATED PLACE|C1|A|Tazewell County~~~Woodford County
IL|17|18992|02398705|Deerfield village|INCORPORATED PLACE|C1|A|Cook County~~~Lake County
IL|17|19031|02398703|Deer Grove village|INCORPORATED PLACE|C1|A|Whiteside County
IL|17|19083|02398704|Deer Park village|INCORPORATED PLACE|C1|A|Cook County~~~Lake County
IL|17|19161|02394494|DeKalb city|INCORPORATED PLACE|C1|A|DeKalb County
IL|17|19200|02398693|De Land village|INCORPORATED PLACE|C1|A|Piatt County
IL|17|19226|02394496|Delavan city|INCORPORATED PLACE|C1|A|Tazewell County
IL|17|19499|02398694|De Pue village|INCORPORATED PLACE|C1|A|Bureau County
IL|17|19616|02398695|De Soto village|INCORPORATED PLACE|C1|A|Jackson County
IL|17|19642|02394524|Des Plaines city|INCORPORATED PLACE|C1|A|Cook County
IL|17|19681|02398717|Detroit village|INCORPORATED PLACE|C1|A|Pike County
IL|17|19746|02804651|Dewey CDP|CENSUS DESIGNATED PLACE|U1|S|Champaign County
IL|17|19798|02398697|De Witt village|INCORPORATED PLACE|C1|A|De Witt County
IL|17|19837|02398721|Diamond village|INCORPORATED PLACE|C1|A|Grundy County~~~Will County
IL|17|19915|02398723|Dieterich village|INCORPORATED PLACE|C1|A|Effingham County
IL|17|20045|02398728|Divernon village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|20123|02398729|Dix village|INCORPORATED PLACE|C1|A|Jefferson County
IL|17|20149|02398731|Dixmoor village|INCORPORATED PLACE|C1|A|Cook County
IL|17|20162|02394537|Dixon city|INCORPORATED PLACE|C1|A|Lee County
IL|17|20292|02398734|Dolton village|INCORPORATED PLACE|C1|A|Cook County
IL|17|20305|02398735|Dongola village|INCORPORATED PLACE|C1|A|Union County
IL|17|20318|02398737|Donnellson village|INCORPORATED PLACE|C1|A|Bond County~~~Montgomery County
IL|17|20331|02398739|Donovan village|INCORPORATED PLACE|C1|A|Iroquois County
IL|17|20370|02398740|Dorchester village|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|20526|02398743|Dover village|INCORPORATED PLACE|C1|A|Bureau County
IL|17|20565|02398744|Dowell village|INCORPORATED PLACE|C1|A|Jackson County
IL|17|20591|02398745|Downers Grove village|INCORPORATED PLACE|C1|A|DuPage County
IL|17|20643|02398746|Downs village|INCORPORATED PLACE|C1|A|McLean County
IL|17|20890|02398750|Du Bois village|INCORPORATED PLACE|C1|A|Washington County
IL|17|21020|02804652|Dundas CDP|CENSUS DESIGNATED PLACE|U1|S|Richland County
IL|17|21098|02398755|Dunfermline village|INCORPORATED PLACE|C1|A|Fulton County
IL|17|21176|02398757|Dunlap village|INCORPORATED PLACE|C1|A|Peoria County
IL|17|21254|02398759|Dupo village|INCORPORATED PLACE|C1|A|Monroe County~~~St. Clair County
IL|17|21267|02394564|Du Quoin city|INCORPORATED PLACE|C1|A|Perry County
IL|17|21280|02398762|Durand village|INCORPORATED PLACE|C1|A|Winnebago County
IL|17|21358|02398764|Dwight village|INCORPORATED PLACE|C1|A|Grundy County~~~Livingston County
IL|17|21410|02398766|Eagarville village|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|21475|02806475|Eagle Lake CDP|CENSUS DESIGNATED PLACE|U1|S|Will County
IL|17|21540|02394593|Earlville city|INCORPORATED PLACE|C1|A|LaSalle County
IL|17|21553|02398769|East Alton village|INCORPORATED PLACE|C1|A|Madison County
IL|17|21579|02398770|East Brooklyn village|INCORPORATED PLACE|C1|A|Grundy County
IL|17|21605|02398772|East Cape Girardeau village|INCORPORATED PLACE|C1|A|Alexander County
IL|17|21618|02398773|East Carondelet village|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|21683|02394598|East Dubuque city|INCORPORATED PLACE|C1|A|Jo Daviess County
IL|17|21696|02398774|East Dundee village|INCORPORATED PLACE|C1|A|Cook County~~~Kane County
IL|17|21826|02398775|East Galesburg village|INCORPORATED PLACE|C1|A|Knox County
IL|17|21852|02398776|East Gillespie village|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|21904|02398777|East Hazel Crest village|INCORPORATED PLACE|C1|A|Cook County
IL|17|22021|02806476|East Lynn CDP|CENSUS DESIGNATED PLACE|U1|S|Vermilion County
IL|17|22073|02394602|East Moline city|INCORPORATED PLACE|C1|A|Rock Island County
IL|17|22151|02398780|Easton village|INCORPORATED PLACE|C1|A|Mason County
IL|17|22164|02394604|East Peoria city|INCORPORATED PLACE|C1|A|Tazewell County
IL|17|22255|02394607|East St. Louis city|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|22398|02398782|Eddyville village|INCORPORATED PLACE|C1|A|Pope County
IL|17|22567|02398785|Edgewood village|INCORPORATED PLACE|C1|A|Effingham County
IL|17|22619|02806477|Edgington CDP|CENSUS DESIGNATED PLACE|U1|S|Rock Island County
IL|17|22645|02398786|Edinburg village|INCORPORATED PLACE|C1|A|Christian County
IL|17|22697|02394626|Edwardsville city|INCORPORATED PLACE|C1|A|Madison County
IL|17|22736|02394628|Effingham city|INCORPORATED PLACE|C1|A|Effingham County
IL|17|22931|02398795|Elburn village|INCORPORATED PLACE|C1|A|Kane County
IL|17|22957|02398792|El Dara village|INCORPORATED PLACE|C1|A|Pike County
IL|17|23009|02394639|Eldorado city|INCORPORATED PLACE|C1|A|Saline County
IL|17|23022|02398797|Eldred village|INCORPORATED PLACE|C1|A|Greene County
IL|17|23074|02394641|Elgin city|INCORPORATED PLACE|C1|A|Cook County~~~Kane County
IL|17|23139|02806478|Eliza CDP|CENSUS DESIGNATED PLACE|U1|S|Mercer County
IL|17|23165|02398800|Elizabeth village|INCORPORATED PLACE|C1|A|Jo Daviess County
IL|17|23191|02398801|Elizabethtown village|INCORPORATED PLACE|C1|A|Hardin County
IL|17|23256|02398803|Elk Grove Village village|INCORPORATED PLACE|C1|A|Cook County~~~DuPage County
IL|17|23269|02398805|Elkhart village|INCORPORATED PLACE|C1|A|Logan County
IL|17|23373|02398807|Elkville village|INCORPORATED PLACE|C1|A|Jackson County
IL|17|23425|02398808|Elliott village|INCORPORATED PLACE|C1|A|Ford County
IL|17|23503|02398809|Ellis Grove village|INCORPORATED PLACE|C1|A|Randolph County
IL|17|23529|02398810|Ellisville village|INCORPORATED PLACE|C1|A|Fulton County
IL|17|23555|02398811|Ellsworth village|INCORPORATED PLACE|C1|A|McLean County
IL|17|23620|02394673|Elmhurst city|INCORPORATED PLACE|C1|A|Cook County~~~DuPage County
IL|17|23698|02394676|Elmwood city|INCORPORATED PLACE|C1|A|Peoria County
IL|17|23724|02398817|Elmwood Park village|INCORPORATED PLACE|C1|A|Cook County
IL|17|23737|02394632|El Paso city|INCORPORATED PLACE|C1|A|McLean County~~~Woodford County
IL|17|23776|02398818|Elsah village|INCORPORATED PLACE|C1|A|Jersey County
IL|17|23841|02398821|Elvaston village|INCORPORATED PLACE|C1|A|Hancock County
IL|17|23919|02806486|Elwin CDP|CENSUS DESIGNATED PLACE|U1|S|Macon County
IL|17|23945|02398822|Elwood village|INCORPORATED PLACE|C1|A|Will County
IL|17|23971|02398825|Emden village|INCORPORATED PLACE|C1|A|Logan County
IL|17|24062|02398828|Emington village|INCORPORATED PLACE|C1|A|Livingston County
IL|17|24166|02398834|Energy village|INCORPORATED PLACE|C1|A|Williamson County
IL|17|24179|02398835|Enfield village|INCORPORATED PLACE|C1|A|White County
IL|17|24348|02398838|Equality village|INCORPORATED PLACE|C1|A|Gallatin County
IL|17|24374|02398840|Erie village|INCORPORATED PLACE|C1|A|Whiteside County
IL|17|24452|02398841|Essex village|INCORPORATED PLACE|C1|A|Kankakee County
IL|17|24543|02394706|Eureka city|INCORPORATED PLACE|C1|A|Woodford County
IL|17|24582|02394709|Evanston city|INCORPORATED PLACE|C5|A|Cook County
IL|17|24608|02398844|Evansville village|INCORPORATED PLACE|C1|A|Randolph County
IL|17|24634|02398846|Evergreen Park village|INCORPORATED PLACE|C1|A|Cook County
IL|17|24673|02398847|Ewing village|INCORPORATED PLACE|C1|A|Franklin County
IL|17|24699|02398850|Exeter village|INCORPORATED PLACE|C1|A|Scott County
IL|17|24764|02394727|Fairbury city|INCORPORATED PLACE|C1|A|Livingston County
IL|17|24816|02394732|Fairfield city|INCORPORATED PLACE|C1|A|Wayne County
IL|17|24920|02392995|Fairmont CDP|CENSUS DESIGNATED PLACE|U1|S|Will County
IL|17|24933|02398855|Fairmont City village|INCORPORATED PLACE|C1|A|Madison County~~~St. Clair County
IL|17|24985|02398856|Fairmount village|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|25063|02398859|Fairview village|INCORPORATED PLACE|C1|A|Fulton County
IL|17|25141|02394737|Fairview Heights city|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|25245|02804084|Fall Creek CDP|CENSUS DESIGNATED PLACE|U1|S|Adams County
IL|17|25375|02398860|Farina village|INCORPORATED PLACE|C1|A|Fayette County~~~Marion County
IL|17|25414|02394744|Farmer City city|INCORPORATED PLACE|C1|A|De Witt County
IL|17|25440|02398863|Farmersville village|INCORPORATED PLACE|C1|A|Montgomery County
IL|17|25531|02394746|Farmington city|INCORPORATED PLACE|C1|A|Fulton County~~~Peoria County
IL|17|25713|02398869|Fayetteville village|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|25895|02398872|Ferris village|INCORPORATED PLACE|C1|A|Hancock County
IL|17|25960|02398873|Fidelity village|INCORPORATED PLACE|C1|A|Jersey County
IL|17|26012|02398874|Fieldon village|INCORPORATED PLACE|C1|A|Jersey County
IL|17|26077|02398877|Fillmore village|INCORPORATED PLACE|C1|A|Montgomery County
IL|17|26116|02398878|Findlay village|INCORPORATED PLACE|C1|A|Shelby County
IL|17|26194|02398880|Fisher village|INCORPORATED PLACE|C1|A|Champaign County
IL|17|26233|02398881|Fithian village|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|26311|02398882|Flanagan village|INCORPORATED PLACE|C1|A|Livingston County
IL|17|26350|02398883|Flat Rock village|INCORPORATED PLACE|C1|A|Crawford County
IL|17|26454|02394773|Flora city|INCORPORATED PLACE|C1|A|Clay County
IL|17|26467|02583438|Floraville CDP|CENSUS DESIGNATED PLACE|U1|S|St. Clair County
IL|17|26480|02398886|Florence village|INCORPORATED PLACE|C1|A|Pike County
IL|17|26571|02398889|Flossmoor village|INCORPORATED PLACE|C1|A|Cook County
IL|17|26662|02398891|Foosland village|INCORPORATED PLACE|C1|A|Champaign County
IL|17|26710|02398892|Ford Heights village|INCORPORATED PLACE|C1|A|Cook County
IL|17|26753|02398895|Forest City village|INCORPORATED PLACE|C1|A|Mason County
IL|17|26896|02393000|Forest Lake CDP|CENSUS DESIGNATED PLACE|U1|S|Lake County
IL|17|26935|02398896|Forest Park village|INCORPORATED PLACE|C1|A|Cook County
IL|17|26987|02398897|Forest View village|INCORPORATED PLACE|C1|A|Cook County
IL|17|27026|02398899|Forrest village|INCORPORATED PLACE|C1|A|Livingston County
IL|17|27065|02398900|Forreston village|INCORPORATED PLACE|C1|A|Ogle County
IL|17|27091|02398901|Forsyth village|INCORPORATED PLACE|C1|A|Macon County
IL|17|27377|02804085|Fowler CDP|CENSUS DESIGNATED PLACE|U1|S|Adams County
IL|17|27442|02398912|Fox Lake village|INCORPORATED PLACE|C1|A|Lake County~~~McHenry County
IL|17|27455|02393009|Fox Lake Hills CDP|CENSUS DESIGNATED PLACE|U1|S|Lake County
IL|17|27533|02398913|Fox River Grove village|INCORPORATED PLACE|C1|A|Lake County~~~McHenry County
IL|17|27624|02398915|Frankfort village|INCORPORATED PLACE|C1|A|Cook County~~~Will County
IL|17|27644|02393010|Frankfort Square CDP|CENSUS DESIGNATED PLACE|U1|S|Will County
IL|17|27663|02398916|Franklin village|INCORPORATED PLACE|C1|A|Morgan County
IL|17|27689|02398918|Franklin Grove village|INCORPORATED PLACE|C1|A|Lee County
IL|17|27702|02398919|Franklin Park village|INCORPORATED PLACE|C1|A|Cook County
IL|17|27728|02806490|Franklinville CDP|CENSUS DESIGNATED PLACE|U1|S|McHenry County
IL|17|27806|02398923|Freeburg village|INCORPORATED PLACE|C1|A|St. Clair County
IL|17|27858|02398925|Freeman Spur village|INCORPORATED PLACE|C1|A|Franklin County~~~Williamson County
IL|17|27884|02394821|Freeport city|INCORPORATED PLACE|C1|A|Stephenson County
IL|17|28144|02394833|Fulton city|INCORPORATED PLACE|C1|A|Whiteside County
IL|17|28170|02398932|Fults village|INCORPORATED PLACE|C1|A|Monroe County
IL|17|28248|02393015|Gages Lake CDP|CENSUS DESIGNATED PLACE|U1|S|Lake County
IL|17|28261|02398936|Galatia village|INCORPORATED PLACE|C1|A|Saline County
IL|17|28300|02394840|Galena city|INCORPORATED PLACE|C1|A|Jo Daviess County
IL|17|28326|02394842|Galesburg city|INCORPORATED PLACE|C1|A|Knox County
IL|17|28404|02804102|Galt CDP|CENSUS DESIGNATED PLACE|U1|S|Whiteside County
IL|17|28430|02394847|Galva city|INCORPORATED PLACE|C1|A|Henry County
IL|17|28612|02675242|Garden Prairie CDP|CENSUS DESIGNATED PLACE|U1|S|Boone County
IL|17|28638|02398944|Gardner village|INCORPORATED PLACE|C1|A|Grundy County
IL|17|28742|02398946|Garrett village|INCORPORATED PLACE|C1|A|Douglas County
IL|17|28807|02398948|Gays village|INCORPORATED PLACE|C1|A|Moultrie County
IL|17|28846|02394872|Geneseo city|INCORPORATED PLACE|C1|A|Henry County
IL|17|28872|02394875|Geneva city|INCORPORATED PLACE|C1|A|Kane County
IL|17|28898|02394879|Genoa city|INCORPORATED PLACE|C1|A|DeKalb County
IL|17|28950|02583439|Georgetown CDP|CENSUS DESIGNATED PLACE|U1|S|McDonough County
IL|17|28963|02394882|Georgetown city|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|29041|02398955|Germantown village|INCORPORATED PLACE|C1|A|Clinton County
IL|17|29080|02398956|Germantown Hills village|INCORPORATED PLACE|C1|A|Woodford County
IL|17|29093|02398953|German Valley village|INCORPORATED PLACE|C1|A|Stephenson County
IL|17|29125|02394891|Gibson City city|INCORPORATED PLACE|C1|A|Ford County
IL|17|29145|02398960|Gifford village|INCORPORATED PLACE|C1|A|Champaign County
IL|17|29171|02398961|Gilberts village|INCORPORATED PLACE|C1|A|Kane County
IL|17|29236|02394896|Gillespie city|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|29275|02394898|Gilman city|INCORPORATED PLACE|C1|A|Iroquois County
IL|17|29340|02628550|Gilson CDP|CENSUS DESIGNATED PLACE|U1|S|Knox County
IL|17|29392|02394904|Girard city|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|29431|02398966|Gladstone village|INCORPORATED PLACE|C1|A|Henderson County
IL|17|29483|02398968|Glasford village|INCORPORATED PLACE|C1|A|Peoria County
IL|17|29496|02398969|Glasgow village|INCORPORATED PLACE|C1|A|Scott County
IL|17|29639|02398970|Glen Carbon village|INCORPORATED PLACE|C1|A|Madison County
IL|17|29652|02398973|Glencoe village|INCORPORATED PLACE|C1|A|Cook County
IL|17|29730|02398974|Glendale Heights village|INCORPORATED PLACE|C1|A|DuPage County
IL|17|29756|02398972|Glen Ellyn village|INCORPORATED PLACE|C1|A|DuPage County
IL|17|29938|02398977|Glenview village|INCORPORATED PLACE|C1|A|Cook County
IL|17|30029|02398979|Glenwood village|INCORPORATED PLACE|C1|A|Cook County
IL|17|30094|02398984|Godfrey village|INCORPORATED PLACE|C5|A|Madison County
IL|17|30120|02398985|Godley village|INCORPORATED PLACE|C1|A|Grundy County~~~Will County
IL|17|30133|02394922|Golconda city|INCORPORATED PLACE|C1|A|Pope County
IL|17|30159|02398172|Golden village|INCORPORATED PLACE|C1|A|Adams County
IL|17|30250|02398173|Golden Gate village|INCORPORATED PLACE|C1|A|Wayne County
IL|17|30328|02398174|Golf village|INCORPORATED PLACE|C1|A|Cook County
IL|17|30419|02806491|Goodenow CDP|CENSUS DESIGNATED PLACE|U1|S|Will County
IL|17|30445|02398176|Goodfield village|INCORPORATED PLACE|C1|A|Tazewell County~~~Woodford County
IL|17|30458|02398175|Good Hope village|INCORPORATED PLACE|C1|A|McDonough County
IL|17|30510|02628551|Goofy Ridge CDP|CENSUS DESIGNATED PLACE|U1|S|Mason County
IL|17|30575|02398181|Goreville village|INCORPORATED PLACE|C1|A|Johnson County
IL|17|30588|02398182|Gorham village|INCORPORATED PLACE|C1|A|Jackson County
IL|17|30653|02394943|Grafton city|INCORPORATED PLACE|C1|A|Jersey County
IL|17|30705|02629859|Grand Detour CDP|CENSUS DESIGNATED PLACE|U1|S|Ogle County
IL|17|30757|02398188|Grand Ridge village|INCORPORATED PLACE|C1|A|LaSalle County
IL|17|30770|02394955|Grand Tower city|INCORPORATED PLACE|C1|A|Jackson County
IL|17|30835|02398189|Grandview village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|30900|02393022|Grandwood Park CDP|CENSUS DESIGNATED PLACE|U1|S|Lake County
IL|17|30926|02394961|Granite City city|INCORPORATED PLACE|C1|A|Madison County
IL|17|30978|02398192|Grantfork village|INCORPORATED PLACE|C1|A|Madison County
IL|17|30991|02398191|Grant Park village|INCORPORATED PLACE|C1|A|Kankakee County
IL|17|31017|02398194|Granville village|INCORPORATED PLACE|C1|A|Putnam County
IL|17|31121|02398198|Grayslake village|INCORPORATED PLACE|C1|A|Lake County
IL|17|31165|02394970|Grayville city|INCORPORATED PLACE|C1|A|Edwards County~~~White County
IL|17|31368|02394987|Greenfield city|INCORPORATED PLACE|C1|A|Greene County
IL|17|31446|02398202|Green Oaks village|INCORPORATED PLACE|C1|A|Lake County
IL|17|31524|02398204|Greenup village|INCORPORATED PLACE|C1|A|Cumberland County
IL|17|31563|02398203|Green Valley village|INCORPORATED PLACE|C1|A|Tazewell County
IL|17|31576|02398205|Greenview village|INCORPORATED PLACE|C1|A|Menard County
IL|17|31589|02394995|Greenville city|INCORPORATED PLACE|C1|A|Bond County
IL|17|31667|02398207|Greenwood village|INCORPORATED PLACE|C1|A|McHenry County
IL|17|31732|02398210|Gridley village|INCORPORATED PLACE|C1|A|McLean County
IL|17|31771|02394251|Griggsville city|INCORPORATED PLACE|C1|A|Pike County
IL|17|31992|02398216|Gulfport village|INCORPORATED PLACE|C1|A|Henderson County
IL|17|32018|02398219|Gurnee village|INCORPORATED PLACE|C1|A|Lake County
IL|17|32200|02398222|Hainesville village|INCORPORATED PLACE|C1|A|Lake County
IL|17|32395|02398227|Hamburg village|INCORPORATED PLACE|C1|A|Calhoun County
IL|17|32408|02398229|Hamel village|INCORPORATED PLACE|C1|A|Madison County
IL|17|32434|02394275|Hamilton city|INCORPORATED PLACE|C1|A|Hancock County
IL|17|32473|02806494|Hamlet CDP|CENSUS DESIGNATED PLACE|U1|S|Mercer County
IL|17|32499|02398233|Hammond village|INCORPORATED PLACE|C1|A|Piatt County
IL|17|32525|02398234|Hampshire village|INCORPORATED PLACE|C1|A|Kane County
IL|17|32564|02398235|Hampton village|INCORPORATED PLACE|C1|A|Rock Island County
IL|17|32616|02398237|Hanaford village|INCORPORATED PLACE|C1|A|Franklin County
IL|17|32668|02398240|Hanna City village|INCORPORATED PLACE|C1|A|Peoria County
IL|17|32707|02398242|Hanover village|INCORPORATED PLACE|C1|A|Jo Daviess County
IL|17|32746|02398244|Hanover Park village|INCORPORATED PLACE|C1|A|Cook County~~~DuPage County
IL|17|32850|02398247|Hardin village|INCORPORATED PLACE|C1|A|Calhoun County
IL|17|32876|02806495|Harding CDP|CENSUS DESIGNATED PLACE|U1|S|LaSalle County
IL|17|32967|02398249|Harmon village|INCORPORATED PLACE|C1|A|Lee County
IL|17|33019|02806496|Harmony CDP|CENSUS DESIGNATED PLACE|U1|S|McHenry County
IL|17|33136|02394304|Harrisburg city|INCORPORATED PLACE|C1|A|Saline County
IL|17|33162|02628552|Harrison CDP|CENSUS DESIGNATED PLACE|U1|S|Jackson County
IL|17|33227|02398254|Harristown village|INCORPORATED PLACE|C1|A|Macon County
IL|17|33279|02398258|Hartford village|INCORPORATED PLACE|C1|A|Madison County
IL|17|33292|02806497|Hartland CDP|CENSUS DESIGNATED PLACE|U1|S|McHenry County
IL|17|33318|02398259|Hartsburg village|INCORPORATED PLACE|C1|A|Logan County
IL|17|33331|02394315|Harvard city|INCORPORATED PLACE|C1|A|McHenry County
IL|17|33357|02398261|Harvel village|INCORPORATED PLACE|C1|A|Christian County~~~Montgomery County
IL|17|33383|02394317|Harvey city|INCORPORATED PLACE|C1|A|Cook County
IL|17|33435|02398264|Harwood Heights village|INCORPORATED PLACE|C1|A|Cook County
IL|17|33513|02394323|Havana city|INCORPORATED PLACE|C1|A|Mason County
IL|17|33630|02398267|Hawthorn Woods village|INCORPORATED PLACE|C1|A|Lake County
IL|17|33695|02398479|Hazel Crest village|INCORPORATED PLACE|C1|A|Cook County
IL|17|33851|02398482|Hebron village|INCORPORATED PLACE|C1|A|McHenry County
IL|17|33877|02398483|Hecker village|INCORPORATED PLACE|C1|A|Monroe County~~~St. Clair County
IL|17|34007|02398487|Henderson village|INCORPORATED PLACE|C1|A|Knox County
IL|17|34098|02398489|Hennepin village|INCORPORATED PLACE|C1|A|Putnam County
IL|17|34137|02398490|Henning village|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|34163|02394355|Henry city|INCORPORATED PLACE|C1|A|Marshall County
IL|17|34272|02629865|Heritage Lake CDP|CENSUS DESIGNATED PLACE|U1|S|Tazewell County
IL|17|34332|02398493|Herrick village|INCORPORATED PLACE|C1|A|Shelby County
IL|17|34358|02394365|Herrin city|INCORPORATED PLACE|C1|A|Williamson County
IL|17|34384|02398494|Herscher village|INCORPORATED PLACE|C1|A|Kankakee County
IL|17|34423|02398498|Hettick village|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|34449|02398499|Heyworth village|INCORPORATED PLACE|C1|A|McLean County
IL|17|34514|02394371|Hickory Hills city|INCORPORATED PLACE|C1|A|Cook County
IL|17|34553|02398501|Hidalgo village|INCORPORATED PLACE|C1|A|Jasper County
IL|17|34670|02394375|Highland city|INCORPORATED PLACE|C1|A|Madison County
IL|17|34722|02394377|Highland Park city|INCORPORATED PLACE|C1|A|Lake County
IL|17|34865|02394379|Highwood city|INCORPORATED PLACE|C1|A|Lake County
IL|17|34982|02398505|Hillcrest village|INCORPORATED PLACE|C1|A|Ogle County
IL|17|35047|02394386|Hillsboro city|INCORPORATED PLACE|C1|A|Montgomery County
IL|17|35073|02398508|Hillsdale village|INCORPORATED PLACE|C1|A|Rock Island County
IL|17|35086|02398510|Hillside village|INCORPORATED PLACE|C1|A|Cook County
IL|17|35203|02398511|Hillview village|INCORPORATED PLACE|C1|A|Greene County
IL|17|35268|02398512|Hinckley village|INCORPORATED PLACE|C1|A|DeKalb County
IL|17|35281|02398513|Hindsboro village|INCORPORATED PLACE|C1|A|Douglas County
IL|17|35307|02398514|Hinsdale village|INCORPORATED PLACE|C1|A|Cook County~~~DuPage County
IL|17|35385|02398517|Hodgkins village|INCORPORATED PLACE|C1|A|Cook County
IL|17|35398|02398518|Hoffman village|INCORPORATED PLACE|C1|A|Clinton County
IL|17|35411|02398519|Hoffman Estates village|INCORPORATED PLACE|C1|A|Cook County~~~Kane County
IL|17|35463|02806499|Holcomb CDP|CENSUS DESIGNATED PLACE|U1|S|Ogle County
IL|17|35515|02398523|Holiday Hills village|INCORPORATED PLACE|C1|A|McHenry County
IL|17|35541|02628553|Holiday Shores CDP|CENSUS DESIGNATED PLACE|U1|S|Madison County
IL|17|35671|02398528|Hollowayville village|INCORPORATED PLACE|C1|A|Bureau County
IL|17|35814|02398532|Homer village|INCORPORATED PLACE|C1|A|Champaign County
IL|17|35835|02398535|Homer Glen village|INCORPORATED PLACE|C1|A|Cook County~~~Will County
IL|17|35866|02394413|Hometown city|INCORPORATED PLACE|C1|A|Cook County
IL|17|35879|02398537|Homewood village|INCORPORATED PLACE|C1|A|Cook County
IL|17|36061|02394415|Hoopeston city|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|36074|02398539|Hooppole village|INCORPORATED PLACE|C1|A|Henry County
IL|17|36126|02398541|Hopedale village|INCORPORATED PLACE|C1|A|Tazewell County
IL|17|36150|02398542|Hopewell village|INCORPORATED PLACE|C1|A|Marshall County
IL|17|36190|02398544|Hopkins Park village|INCORPORATED PLACE|C1|A|Kankakee County
IL|17|36347|02398550|Hoyleton village|INCORPORATED PLACE|C1|A|Washington County
IL|17|36438|02398555|Hudson village|INCORPORATED PLACE|C1|A|McLean County
IL|17|36477|02398556|Huey village|INCORPORATED PLACE|C1|A|Clinton County
IL|17|36516|02398558|Hull village|INCORPORATED PLACE|C1|A|Pike County
IL|17|36542|02398559|Humboldt village|INCORPORATED PLACE|C1|A|Coles County
IL|17|36568|02398560|Hume village|INCORPORATED PLACE|C1|A|Edgar County
IL|17|36750|02398562|Huntley village|INCORPORATED PLACE|C1|A|Kane County~~~McHenry County
IL|17|36815|02394459|Hurst city|INCORPORATED PLACE|C1|A|Williamson County
IL|17|36841|02398565|Hutsonville village|INCORPORATED PLACE|C1|A|Crawford County
IL|17|37062|02806501|Illinois City CDP|CENSUS DESIGNATED PLACE|U1|S|Rock Island County
IL|17|37127|02398568|Illiopolis village|INCORPORATED PLACE|C1|A|Sangamon County
IL|17|37179|02398569|Ina village|INCORPORATED PLACE|C1|A|Jefferson County
IL|17|37218|02398570|Indian Creek village|INCORPORATED PLACE|C1|A|Lake County
IL|17|37257|02398571|Indian Head Park village|INCORPORATED PLACE|C1|A|Cook County
IL|17|37348|02398573|Indianola village|INCORPORATED PLACE|C1|A|Vermilion County
IL|17|37439|02398574|Industry village|INCORPORATED PLACE|C1|A|McDonough County
IL|17|37465|02393064|Ingalls Park CDP|CENSUS DESIGNATED PLACE|U1|S|Will County
IL|17|37608|02398578|Inverness village|INCORPORATED PLACE|C1|A|Cook County
IL|17|37621|02398579|Iola village|INCORPORATED PLACE|C1|A|Clay County
IL|17|37647|02398272|Ipava village|INCORPORATED PLACE|C1|A|Fulton County
IL|17|37712|02398275|Iroquois village|INCORPORATED PLACE|C1|A|Iroquois County
IL|17|37738|02398276|Irving village|INCORPORATED PLACE|C1|A|Montgomery County
IL|17|37777|02398277|Irvington village|INCORPORATED PLACE|C1|A|Washington County
IL|17|37803|02398278|Irwin village|INCORPORATED PLACE|C1|A|Kankakee County
IL|17|37894|02398279|Island Lake village|INCORPORATED PLACE|C1|A|Lake County~~~McHenry County
IL|17|37907|02398280|Itasca village|INCORPORATED PLACE|C1|A|DuPage County
IL|17|37933|02398283|Iuka village|INCORPORATED PLACE|C1|A|Marion County
IL|17|37998|02398284|Ivesdale village|INCORPORATED PLACE|C1|A|Champaign County~~~Piatt County
IL|17|38115|02395451|Jacksonville city|INCORPORATED PLACE|C1|A|Morgan County
