STATE|STATEFP|PLACEFP|PLACENS|PLACENAME|TYPE|CLASSFP|FUNCSTAT|COUNTIES
IL|17|81867|02399699|Willisville village|INCORPORATED PLACE|C1|A|Perry County
IL|17|81919|02399702|Willowbrook village|INCORPORATED PLACE|C1|A|DuPage County
IL|17|81938|02393860|Willowbrook CDP|CENSUS DESIGNATED PLACE|U1|S|Will County
IL|17|82010|02399700|Willow Hill village|INCORPORATED PLACE|C1|A|Jasper County
IL|17|82029|02806586|Willow Lake CDP|CENSUS DESIGNATED PLACE|U1|S|Stephenson County
IL|17|82049|02399701|Willow Springs village|INCORPORATED PLACE|C1|A|Cook County
IL|17|82075|02399704|Wilmette village|INCORPORATED PLACE|C1|A|Cook County
IL|17|82088|02399705|Wilmington village|INCORPORATED PLACE|C1|A|Greene County
IL|17|82101|02397328|Wilmington city|INCORPORATED PLACE|C1|A|Will County
IL|17|82218|02399709|Wilsonville village|INCORPORATED PLACE|C1|A|Macoupin County
IL|17|82257|02806587|Wilton Center CDP|CENSUS DESIGNATED PLACE|U1|S|Will County
IL|17|82270|02397336|Winchester city|INCORPORATED PLACE|C1|A|Scott County
IL|17|82309|02399713|Windsor village|INCORPORATED PLACE|C1|A|Mercer County
IL|17|82322|02397341|Windsor city|INCORPORATED PLACE|C1|A|Shelby County
IL|17|82400|02399715|Winfield village|INCORPORATED PLACE|C1|A|DuPage County
IL|17|82491|02399716|Winnebago village|INCORPORATED PLACE|C1|A|Winnebago County
IL|17|82530|02399718|Winnetka village|INCORPORATED PLACE|C1|A|Cook County
IL|17|82543|02399721|Winslow village|INCORPORATED PLACE|C1|A|Stephenson County
IL|17|82686|02399725|Winthrop Harbor village|INCORPORATED PLACE|C1|A|Lake County
IL|17|82725|02397356|Witt city|INCORPORATED PLACE|C1|A|Montgomery County
IL|17|82855|02399729|Wonder Lake village|INCORPORATED PLACE|C1|A|McHenry County
IL|17|82985|02397360|Wood Dale city|INCORPORATED PLACE|C1|A|DuPage County
IL|17|83063|02399731|Woodhull village|INCORPORATED PLACE|C1|A|Henry County
IL|17|83102|02399732|Woodland village|INCORPORATED PLACE|C1|A|Iroquois County
IL|17|83206|02399734|Woodlawn village|INCORPORATED PLACE|C1|A|Jefferson County
IL|17|83245|02399735|Woodridge village|INCORPORATED PLACE|C1|A|Cook County~~~DuPage County~~~Will County
IL|17|83271|02397363|Wood River city|INCORPORATED PLACE|C1|A|Madison County
IL|17|83336|02399737|Woodson village|INCORPORATED PLACE|C1|A|Morgan County
IL|17|83349|02397372|Woodstock city|INCORPORATED PLACE|C1|A|McHenry County
IL|17|83505|02399741|Worden village|INCORPORATED PLACE|C1|A|Madison County
IL|17|83518|02399742|Worth village|INCORPORATED PLACE|C1|A|Cook County
IL|17|83622|02399746|Wyanet village|INCORPORATED PLACE|C1|A|Bureau County
IL|17|83687|02397387|Wyoming city|INCORPORATED PLACE|C1|A|Stark County
IL|17|83739|02399748|Xenia village|INCORPORATED PLACE|C1|A|Clay County
IL|17|83765|02399749|Yale village|INCORPORATED PLACE|C1|A|Jasper County
IL|17|83817|02399751|Yates City village|INCORPORATED PLACE|C1|A|Knox County
IL|17|84038|02397394|Yorkville city|INCORPORATED PLACE|C1|A|Kendall County
IL|17|84155|02397398|Zeigler city|INCORPORATED PLACE|C1|A|Franklin County
IL|17|84220|02397402|Zion city|INCORPORATED PLACE|C1|A|Lake County
